EDAD,VICTIMAS,OBITO,RANGO
0,1,0,NIÑXS
66,1,0,ANCIANOS
6,1,0,NIÑXS
45,1,0,MAYORES
24,1,0,JOVENES
29,1,0,JOVENES
0,1,0,NIÑXS
0,1,0,NIÑXS
45,1,0,MAYORES
0,1,0,NIÑXS
0,1,0,NIÑXS
66,2,0,ANCIANOS
66,2,0,ANCIANOS
29,1,0,JOVENES
80,1,0,ANCIANOS
0,1,0,NIÑXS
33,1,0,JOVENES
48,1,0,MAYORES
24,1,0,JOVENES
43,1,0,MAYORES
23,1,0,JOVENES
43,1,0,MAYORES
28,1,0,JOVENES
65,1,0,ANCIANOS
39,1,0,JOVENES
27,1,0,JOVENES
31,1,0,JOVENES
32,1,0,JOVENES
23,1,0,JOVENES
0,1,0,NIÑXS
66,1,0,ANCIANOS
24,1,0,JOVENES
0,1,0,NIÑXS
36,1,0,JOVENES
27,1,0,JOVENES
21,1,0,JOVENES
0,2,0,NIÑXS
0,2,0,NIÑXS
25,1,0,JOVENES
41,1,0,MAYORES
41,1,0,MAYORES
71,1,0,ANCIANOS
31,1,0,JOVENES
67,1,0,ANCIANOS
24,3,0,JOVENES
24,3,0,JOVENES
1,3,0,NIÑXS
52,1,0,MAYORES
0,1,0,NIÑXS
0,1,0,NIÑXS
0,1,0,NIÑXS
33,1,0,JOVENES
70,1,0,ANCIANOS
38,2,0,JOVENES
38,2,0,JOVENES
42,1,0,MAYORES
33,1,0,JOVENES
0,1,0,NIÑXS
0,1,0,NIÑXS
44,1,0,MAYORES
0,1,0,NIÑXS
38,1,0,JOVENES
39,1,0,JOVENES
48,1,0,MAYORES
17,1,0,ADOLESCENTES
23,3,0,JOVENES
23,3,0,JOVENES
27,3,0,JOVENES
79,1,0,ANCIANOS
27,1,0,JOVENES
20,2,0,JOVENES
20,2,0,JOVENES
27,1,0,JOVENES
85,1,0,ANCIANOS
37,1,0,JOVENES
52,1,0,MAYORES
49,3,0,MAYORES
49,3,0,MAYORES
0,3,0,NIÑXS
61,2,0,MAYORES
61,2,0,MAYORES
0,2,0,NIÑXS
0,2,0,NIÑXS
33,1,0,JOVENES
37,1,0,JOVENES
26,1,0,JOVENES
64,1,0,MAYORES
19,1,0,JOVENES
71,1,0,ANCIANOS
60,1,0,MAYORES
0,1,0,NIÑXS
29,1,0,JOVENES
47,1,0,MAYORES
18,1,0,ADOLESCENTES
0,1,0,NIÑXS
24,1,0,JOVENES
0,1,0,NIÑXS
45,1,0,MAYORES
0,2,0,NIÑXS
0,2,0,NIÑXS
41,2,0,MAYORES
41,2,0,MAYORES
23,2,0,JOVENES
23,2,0,JOVENES
0,1,0,NIÑXS
19,1,0,JOVENES
32,3,0,JOVENES
32,3,0,JOVENES
57,3,0,MAYORES
57,1,0,MAYORES
24,1,0,JOVENES
57,1,0,MAYORES
60,1,0,MAYORES
31,1,0,JOVENES
77,1,0,ANCIANOS
43,1,0,MAYORES
47,1,0,MAYORES
37,1,0,JOVENES
90,1,0,ANCIANOS
38,1,0,JOVENES
30,1,0,JOVENES
56,1,0,MAYORES
61,2,0,MAYORES
61,2,0,MAYORES
33,1,0,JOVENES
48,1,0,MAYORES
24,1,0,JOVENES
21,1,0,JOVENES
28,1,0,JOVENES
35,1,0,JOVENES
30,1,0,JOVENES
30,1,0,JOVENES
0,1,0,NIÑXS
60,1,0,MAYORES
0,1,0,NIÑXS
51,1,0,MAYORES
28,1,0,JOVENES
32,1,0,JOVENES
0,2,0,NIÑXS
0,2,0,NIÑXS
0,2,0,NIÑXS
0,2,0,NIÑXS
50,2,0,MAYORES
50,2,0,MAYORES
24,1,0,JOVENES
31,1,0,JOVENES
59,1,0,MAYORES
0,1,0,NIÑXS
37,2,0,JOVENES
37,2,0,JOVENES
0,2,0,NIÑXS
0,2,0,NIÑXS
23,1,0,JOVENES
56,1,0,MAYORES
37,1,0,JOVENES
44,1,0,MAYORES
44,1,0,MAYORES
0,1,0,NIÑXS
24,1,0,JOVENES
0,1,0,NIÑXS
0,1,0,NIÑXS
53,1,0,MAYORES
37,1,0,JOVENES
36,1,0,JOVENES
29,1,0,JOVENES
0,1,0,NIÑXS
0,1,0,NIÑXS
22,1,0,JOVENES
43,1,0,MAYORES
58,1,0,MAYORES
28,1,0,JOVENES
36,1,0,JOVENES
42,1,0,MAYORES
0,1,0,NIÑXS
46,1,0,MAYORES
59,1,0,MAYORES
12,10,0,ADOLESCENTES
12,10,0,ADOLESCENTES
12,10,0,ADOLESCENTES
12,10,0,ADOLESCENTES
12,10,0,ADOLESCENTES
12,10,0,ADOLESCENTES
12,10,0,ADOLESCENTES
12,10,0,ADOLESCENTES
12,10,0,ADOLESCENTES
12,10,0,ADOLESCENTES
17,2,0,ADOLESCENTES
17,2,0,ADOLESCENTES
52,1,0,MAYORES
46,1,0,MAYORES
0,1,0,NIÑXS
22,1,0,JOVENES
39,1,0,JOVENES
40,1,0,MAYORES
33,1,0,JOVENES
25,1,0,JOVENES
39,1,0,JOVENES
44,1,0,MAYORES
30,1,0,JOVENES
29,1,0,JOVENES
27,1,0,JOVENES
68,2,0,ANCIANOS
68,2,0,ANCIANOS
0,1,0,NIÑXS
45,1,0,MAYORES
56,1,0,MAYORES
0,1,0,NIÑXS
56,1,0,MAYORES
28,1,0,JOVENES
40,2,0,MAYORES
40,2,0,MAYORES
40,1,0,MAYORES
26,1,0,JOVENES
44,1,0,MAYORES
0,1,0,NIÑXS
0,2,0,NIÑXS
0,2,0,NIÑXS
0,1,0,NIÑXS
39,1,0,JOVENES
42,2,0,MAYORES
42,2,0,MAYORES
0,1,0,NIÑXS
43,1,0,MAYORES
55,2,0,MAYORES
55,2,0,MAYORES
34,1,0,JOVENES
32,1,0,JOVENES
24,1,0,JOVENES
41,1,0,MAYORES
40,1,0,MAYORES
32,1,0,JOVENES
26,2,0,JOVENES
26,2,0,JOVENES
40,1,0,MAYORES
45,1,0,MAYORES
56,2,0,MAYORES
56,2,0,MAYORES
57,1,0,MAYORES
46,1,0,MAYORES
75,1,0,ANCIANOS
46,1,0,MAYORES
28,1,0,JOVENES
73,1,0,ANCIANOS
0,1,0,NIÑXS
30,1,0,JOVENES
38,1,0,JOVENES
0,1,0,NIÑXS
38,1,0,JOVENES
0,1,0,NIÑXS
0,1,0,NIÑXS
42,1,0,MAYORES
33,1,0,JOVENES
0,1,0,NIÑXS
53,3,0,MAYORES
53,3,0,MAYORES
83,3,0,ANCIANOS
0,1,0,NIÑXS
33,1,0,JOVENES
43,1,0,MAYORES
41,1,0,MAYORES
28,1,0,JOVENES
36,1,0,JOVENES
30,1,0,JOVENES
35,1,0,JOVENES
35,1,0,JOVENES
39,1,0,JOVENES
39,1,0,JOVENES
30,1,0,JOVENES
33,2,0,JOVENES
33,2,0,JOVENES
29,1,0,JOVENES
63,1,0,MAYORES
26,1,0,JOVENES
60,1,0,MAYORES
32,1,0,JOVENES
22,1,0,JOVENES
43,2,0,MAYORES
43,2,0,MAYORES
69,2,0,ANCIANOS
69,2,0,ANCIANOS
0,1,0,NIÑXS
43,1,0,MAYORES
65,1,0,ANCIANOS
0,1,0,NIÑXS
40,1,0,MAYORES
28,1,0,JOVENES
27,1,0,JOVENES
26,1,0,JOVENES
22,1,0,JOVENES
28,1,0,JOVENES
40,1,0,MAYORES
28,1,0,JOVENES
70,1,0,ANCIANOS
0,1,0,NIÑXS
0,1,0,NIÑXS
65,1,0,ANCIANOS
76,1,0,ANCIANOS
0,1,0,NIÑXS
0,1,0,NIÑXS
0,1,0,NIÑXS
0,1,0,NIÑXS
32,1,0,JOVENES
38,1,0,JOVENES
62,1,0,MAYORES
43,2,0,MAYORES
43,2,0,MAYORES
23,1,0,JOVENES
26,2,0,JOVENES
26,2,0,JOVENES
28,1,0,JOVENES
36,1,0,JOVENES
50,1,0,MAYORES
0,1,0,NIÑXS
32,1,0,JOVENES
29,1,0,JOVENES
0,1,0,NIÑXS
28,1,0,JOVENES
34,1,0,JOVENES
47,1,0,MAYORES
0,1,0,NIÑXS
0,1,0,NIÑXS
21,1,0,JOVENES
31,1,0,JOVENES
53,1,0,MAYORES
30,1,0,JOVENES
39,1,0,JOVENES
45,1,0,MAYORES
0,1,0,NIÑXS
42,1,0,MAYORES
22,1,0,JOVENES
35,1,0,JOVENES
0,1,0,NIÑXS
0,2,0,NIÑXS
0,2,0,NIÑXS
66,2,0,ANCIANOS
66,2,0,ANCIANOS
0,1,0,NIÑXS
64,1,0,MAYORES
0,1,0,NIÑXS
66,1,0,ANCIANOS
25,1,0,JOVENES
0,1,0,NIÑXS
0,1,0,NIÑXS
0,1,0,NIÑXS
9,3,0,NIÑXS
9,3,0,NIÑXS
0,3,0,NIÑXS
0,1,0,NIÑXS
31,1,0,JOVENES
52,1,0,MAYORES
51,1,0,MAYORES
0,1,0,NIÑXS
42,1,0,MAYORES
0,1,0,NIÑXS
62,1,0,MAYORES
63,1,0,MAYORES
27,1,0,JOVENES
57,1,0,MAYORES
0,2,0,NIÑXS
0,2,0,NIÑXS
0,1,0,NIÑXS
35,1,0,JOVENES
37,1,0,JOVENES
77,1,0,ANCIANOS
35,1,0,JOVENES
21,1,0,JOVENES
0,1,0,NIÑXS
0,1,0,NIÑXS
0,1,0,NIÑXS
0,2,0,NIÑXS
0,2,0,NIÑXS
0,1,0,NIÑXS
57,1,0,MAYORES
47,1,0,MAYORES
0,1,0,NIÑXS
40,1,0,MAYORES
22,1,0,JOVENES
28,1,0,JOVENES
0,1,0,NIÑXS
64,1,0,MAYORES
30,1,0,JOVENES
68,1,0,ANCIANOS
25,1,0,JOVENES
36,1,0,JOVENES
38,1,0,JOVENES
0,2,0,NIÑXS
0,2,0,NIÑXS
24,1,0,JOVENES
35,1,0,JOVENES
29,1,0,JOVENES
35,1,0,JOVENES
33,1,0,JOVENES
31,1,0,JOVENES
38,2,0,JOVENES
38,2,0,JOVENES
41,1,0,MAYORES
62,1,0,MAYORES
26,1,0,JOVENES
44,2,0,MAYORES
44,2,0,MAYORES
41,1,0,MAYORES
40,1,0,MAYORES
28,1,0,JOVENES
45,1,0,MAYORES
44,1,0,MAYORES
55,2,0,MAYORES
55,2,0,MAYORES
62,1,0,MAYORES
24,1,0,JOVENES
30,1,0,JOVENES
30,1,0,JOVENES
0,1,0,NIÑXS
0,1,0,NIÑXS
21,1,0,JOVENES
46,1,0,MAYORES
0,2,0,NIÑXS
0,2,0,NIÑXS
38,3,0,JOVENES
38,3,0,JOVENES
30,3,0,JOVENES
0,1,0,NIÑXS
47,1,0,MAYORES
70,2,0,ANCIANOS
70,2,0,ANCIANOS
42,1,0,MAYORES
51,1,0,MAYORES
19,1,0,JOVENES
45,2,0,MAYORES
45,2,0,MAYORES
31,1,0,JOVENES
26,1,0,JOVENES
29,2,0,JOVENES
29,2,0,JOVENES
0,1,0,NIÑXS
0,1,0,NIÑXS
47,1,0,MAYORES
35,1,0,JOVENES
27,1,0,JOVENES
35,1,0,JOVENES
0,1,0,NIÑXS
23,2,0,JOVENES
23,2,0,JOVENES
34,2,0,JOVENES
34,2,0,JOVENES
21,1,0,JOVENES
33,1,0,JOVENES
21,1,0,JOVENES
69,1,0,ANCIANOS
38,2,0,JOVENES
38,2,0,JOVENES
39,1,0,JOVENES
35,1,0,JOVENES
15,1,0,ADOLESCENTES
34,1,0,JOVENES
0,1,0,NIÑXS
36,1,0,JOVENES
80,1,0,ANCIANOS
37,1,0,JOVENES
35,1,0,JOVENES
71,1,0,ANCIANOS
0,1,0,NIÑXS
0,1,0,NIÑXS
54,1,0,MAYORES
0,1,0,NIÑXS
0,2,0,NIÑXS
0,2,0,NIÑXS
0,4,0,NIÑXS
0,4,0,NIÑXS
23,4,0,JOVENES
0,4,0,NIÑXS
0,1,0,NIÑXS
22,3,0,JOVENES
22,3,0,JOVENES
22,3,0,JOVENES
33,1,0,JOVENES
53,1,0,MAYORES
63,1,0,MAYORES
7,1,0,NIÑXS
74,1,0,ANCIANOS
0,1,0,NIÑXS
31,1,0,JOVENES
21,1,0,JOVENES
21,1,0,JOVENES
38,1,0,JOVENES
35,1,0,JOVENES
0,2,0,NIÑXS
0,2,0,NIÑXS
37,1,0,JOVENES
25,1,0,JOVENES
0,1,0,NIÑXS
38,1,0,JOVENES
29,1,0,JOVENES
47,1,0,MAYORES
23,1,0,JOVENES
0,2,0,NIÑXS
0,2,0,NIÑXS
0,1,0,NIÑXS
52,1,0,MAYORES
21,1,0,JOVENES
66,1,0,ANCIANOS
0,1,0,NIÑXS
0,1,0,NIÑXS
42,1,0,MAYORES
38,1,0,JOVENES
61,1,0,MAYORES
62,1,0,MAYORES
27,2,0,JOVENES
27,2,0,JOVENES
24,1,0,JOVENES
54,1,0,MAYORES
0,1,0,NIÑXS
0,1,0,NIÑXS
18,1,0,ADOLESCENTES
0,1,0,NIÑXS
0,1,0,NIÑXS
17,1,0,ADOLESCENTES
39,1,0,JOVENES
0,1,0,NIÑXS
43,1,0,MAYORES
0,2,0,NIÑXS
0,2,0,NIÑXS
0,2,0,NIÑXS
0,2,0,NIÑXS
0,1,0,NIÑXS
85,1,0,ANCIANOS
68,1,0,ANCIANOS
42,1,0,MAYORES
34,2,0,JOVENES
34,2,0,JOVENES
34,1,0,JOVENES
26,2,0,JOVENES
26,2,0,JOVENES
41,1,0,MAYORES
26,1,0,JOVENES
0,1,0,NIÑXS
28,1,0,JOVENES
24,1,0,JOVENES
60,1,0,MAYORES
51,1,0,MAYORES
0,1,0,NIÑXS
42,1,0,MAYORES
0,1,0,NIÑXS
0,1,0,NIÑXS
27,1,0,JOVENES
0,1,0,NIÑXS
89,1,0,ANCIANOS
0,1,0,NIÑXS
26,2,0,JOVENES
26,2,0,JOVENES
56,1,0,MAYORES
47,1,0,MAYORES
32,1,0,JOVENES
0,1,0,NIÑXS
0,1,0,NIÑXS
25,1,0,JOVENES
28,1,0,JOVENES
27,1,0,JOVENES
0,2,0,NIÑXS
0,2,0,NIÑXS
30,1,0,JOVENES
33,1,0,JOVENES
0,1,0,NIÑXS
9,1,0,NIÑXS
35,1,0,JOVENES
0,1,0,NIÑXS
45,1,0,MAYORES
25,1,0,JOVENES
53,1,0,MAYORES
83,1,0,ANCIANOS
0,1,0,NIÑXS
27,1,0,JOVENES
24,1,0,JOVENES
79,1,0,ANCIANOS
75,1,0,ANCIANOS
45,2,0,MAYORES
45,2,0,MAYORES
35,1,0,JOVENES
65,1,0,ANCIANOS
44,3,0,MAYORES
44,3,0,MAYORES
34,3,0,JOVENES
0,1,0,NIÑXS
79,1,0,ANCIANOS
0,1,0,NIÑXS
48,1,0,MAYORES
46,1,0,MAYORES
0,1,0,NIÑXS
46,1,0,MAYORES
34,1,0,JOVENES
21,1,0,JOVENES
0,1,0,NIÑXS
0,1,0,NIÑXS
38,1,0,JOVENES
37,1,0,JOVENES
41,1,0,MAYORES
0,2,0,NIÑXS
0,2,0,NIÑXS
0,2,0,NIÑXS
0,2,0,NIÑXS
0,1,0,NIÑXS
80,1,0,ANCIANOS
0,1,0,NIÑXS
29,1,0,JOVENES
0,1,0,NIÑXS
0,1,0,NIÑXS
0,1,0,NIÑXS
23,1,0,JOVENES
26,1,0,JOVENES
43,1,0,MAYORES
67,1,0,ANCIANOS
0,1,0,NIÑXS
44,1,0,MAYORES
0,1,0,NIÑXS
39,2,0,JOVENES
39,2,0,JOVENES
28,1,0,JOVENES
31,1,0,JOVENES
0,1,0,NIÑXS
34,3,0,JOVENES
34,3,0,JOVENES
34,3,0,JOVENES
0,1,0,NIÑXS
25,1,0,JOVENES
48,1,0,MAYORES
28,1,0,JOVENES
48,1,0,MAYORES
51,1,0,MAYORES
0,6,0,NIÑXS
0,6,0,NIÑXS
0,6,0,NIÑXS
0,6,0,NIÑXS
0,6,0,NIÑXS
0,6,0,NIÑXS
25,1,0,JOVENES
37,1,0,JOVENES
31,1,0,JOVENES
0,1,0,NIÑXS
0,1,0,NIÑXS
30,1,0,JOVENES
0,1,0,NIÑXS
0,1,0,NIÑXS
0,4,0,NIÑXS
0,4,0,NIÑXS
0,4,0,NIÑXS
39,4,0,JOVENES
24,1,0,JOVENES
0,1,0,NIÑXS
30,1,0,JOVENES
28,1,0,JOVENES
39,1,0,JOVENES
34,1,0,JOVENES
34,1,0,JOVENES
30,1,0,JOVENES
51,1,0,MAYORES
0,1,0,NIÑXS
29,4,0,JOVENES
29,4,0,JOVENES
26,4,0,JOVENES
0,4,0,NIÑXS
62,1,0,MAYORES
0,1,0,NIÑXS
39,1,0,JOVENES
0,3,0,NIÑXS
0,3,0,NIÑXS
0,3,0,NIÑXS
41,1,0,MAYORES
24,2,0,JOVENES
24,2,0,JOVENES
26,1,0,JOVENES
23,1,0,JOVENES
43,2,0,MAYORES
43,2,0,MAYORES
35,1,0,JOVENES
37,1,0,JOVENES
30,2,0,JOVENES
30,2,0,JOVENES
0,1,0,NIÑXS
32,1,0,JOVENES
24,1,0,JOVENES
39,1,0,JOVENES
26,1,0,JOVENES
23,1,0,JOVENES
49,1,0,MAYORES
37,1,0,JOVENES
20,2,0,JOVENES
20,2,0,JOVENES
0,1,0,NIÑXS
31,1,0,JOVENES
26,1,0,JOVENES
39,2,0,JOVENES
39,2,0,JOVENES
59,1,0,MAYORES
0,1,0,NIÑXS
0,1,0,NIÑXS
68,1,0,ANCIANOS
31,1,0,JOVENES
9,1,0,NIÑXS
25,1,0,JOVENES
0,1,0,NIÑXS
42,1,0,MAYORES
26,1,0,JOVENES
49,1,0,MAYORES
78,1,0,ANCIANOS
25,1,0,JOVENES
49,1,0,MAYORES
0,1,0,NIÑXS
52,1,0,MAYORES
0,1,0,NIÑXS
60,1,0,MAYORES
44,1,0,MAYORES
22,1,0,JOVENES
50,1,0,MAYORES
69,1,0,ANCIANOS
27,1,0,JOVENES
27,1,0,JOVENES
49,2,0,MAYORES
49,2,0,MAYORES
51,1,0,MAYORES
37,1,0,JOVENES
0,1,0,NIÑXS
0,1,0,NIÑXS
24,1,0,JOVENES
61,1,0,MAYORES
0,1,0,NIÑXS
31,1,0,JOVENES
48,1,0,MAYORES
40,1,0,MAYORES
26,2,0,JOVENES
26,2,0,JOVENES
48,2,0,MAYORES
48,2,0,MAYORES
34,1,0,JOVENES
45,1,0,MAYORES
37,2,0,JOVENES
37,2,0,JOVENES
41,1,0,MAYORES
46,1,0,MAYORES
68,3,0,ANCIANOS
91,3,0,ANCIANOS
68,3,0,ANCIANOS
0,1,0,NIÑXS
44,1,0,MAYORES
0,1,0,NIÑXS
80,2,0,ANCIANOS
80,2,0,ANCIANOS
39,1,0,JOVENES
0,1,0,NIÑXS
33,2,0,JOVENES
33,2,0,JOVENES
35,1,0,JOVENES
57,1,0,MAYORES
27,1,0,JOVENES
20,1,0,JOVENES
29,1,0,JOVENES
26,1,0,JOVENES
33,1,0,JOVENES
0,1,0,NIÑXS
44,1,0,MAYORES
37,1,0,JOVENES
22,1,0,JOVENES
38,1,0,JOVENES
0,1,0,NIÑXS
26,1,0,JOVENES
27,1,0,JOVENES
75,1,0,ANCIANOS
75,1,0,ANCIANOS
0,1,0,NIÑXS
35,1,0,JOVENES
0,1,0,NIÑXS
0,1,0,NIÑXS
46,1,0,MAYORES
22,1,0,JOVENES
42,1,0,MAYORES
0,1,0,NIÑXS
34,1,0,JOVENES
39,1,0,JOVENES
0,1,0,NIÑXS
32,1,0,JOVENES
37,1,0,JOVENES
48,1,0,MAYORES
2,1,0,NIÑXS
41,1,0,MAYORES
57,1,0,MAYORES
24,1,0,JOVENES
9,2,0,NIÑXS
9,2,0,NIÑXS
46,2,0,MAYORES
46,2,0,MAYORES
18,1,0,ADOLESCENTES
37,2,0,JOVENES
37,2,0,JOVENES
38,1,0,JOVENES
23,1,0,JOVENES
0,1,0,NIÑXS
0,1,0,NIÑXS
31,1,0,JOVENES
43,1,0,MAYORES
27,2,0,JOVENES
27,2,0,JOVENES
7,1,0,NIÑXS
43,1,0,MAYORES
52,1,0,MAYORES
0,1,0,NIÑXS
27,1,0,JOVENES
23,1,0,JOVENES
41,1,0,MAYORES
0,1,0,NIÑXS
53,1,0,MAYORES
26,1,0,JOVENES
0,1,0,NIÑXS
0,1,0,NIÑXS
28,1,0,JOVENES
49,1,0,MAYORES
75,1,0,ANCIANOS
35,1,0,JOVENES
25,1,0,JOVENES
69,1,0,ANCIANOS
50,1,0,MAYORES
36,1,0,JOVENES
46,1,0,MAYORES
45,1,0,MAYORES
31,1,0,JOVENES
33,1,0,JOVENES
50,1,0,MAYORES
23,1,0,JOVENES
0,1,0,NIÑXS
23,1,0,JOVENES
0,1,0,NIÑXS
77,1,0,ANCIANOS
36,3,0,JOVENES
36,3,0,JOVENES
0,3,0,NIÑXS
32,1,0,JOVENES
0,1,0,NIÑXS
42,2,0,MAYORES
42,2,0,MAYORES
0,1,0,NIÑXS
19,1,0,JOVENES
0,1,0,NIÑXS
63,1,0,MAYORES
0,2,0,NIÑXS
0,2,0,NIÑXS
27,1,0,JOVENES
55,1,0,MAYORES
61,1,0,MAYORES
26,1,0,JOVENES
53,1,0,MAYORES
0,1,0,NIÑXS
42,1,0,MAYORES
39,2,0,JOVENES
39,2,0,JOVENES
0,1,0,NIÑXS
32,1,0,JOVENES
29,1,0,JOVENES
41,1,0,MAYORES
0,1,0,NIÑXS
30,1,0,JOVENES
43,2,0,MAYORES
43,2,0,MAYORES
24,1,0,JOVENES
23,1,0,JOVENES
32,1,0,JOVENES
30,1,0,JOVENES
78,1,0,ANCIANOS
41,1,0,MAYORES
0,1,0,NIÑXS
24,1,0,JOVENES
39,1,0,JOVENES
0,3,0,NIÑXS
0,3,0,NIÑXS
0,3,0,NIÑXS
55,1,0,MAYORES
39,1,0,JOVENES
45,1,0,MAYORES
31,1,0,JOVENES
29,1,0,JOVENES
0,1,0,NIÑXS
0,1,0,NIÑXS
24,1,0,JOVENES
30,1,0,JOVENES
43,1,0,MAYORES
24,2,0,JOVENES
24,2,0,JOVENES
41,3,0,MAYORES
41,3,0,MAYORES
38,3,0,JOVENES
24,1,0,JOVENES
0,1,0,NIÑXS
0,2,0,NIÑXS
0,2,0,NIÑXS
38,1,0,JOVENES
0,1,0,NIÑXS
97,1,0,ANCIANOS
18,1,0,ADOLESCENTES
20,2,0,JOVENES
20,2,0,JOVENES
27,1,0,JOVENES
13,1,0,ADOLESCENTES
30,1,0,JOVENES
36,2,0,JOVENES
36,2,0,JOVENES
56,1,0,MAYORES
21,1,0,JOVENES
22,1,0,JOVENES
44,1,0,MAYORES
35,1,0,JOVENES
0,1,0,NIÑXS
28,1,0,JOVENES
49,1,0,MAYORES
23,2,0,JOVENES
23,2,0,JOVENES
0,1,0,NIÑXS
37,1,0,JOVENES
41,1,0,MAYORES
26,1,0,JOVENES
89,1,0,ANCIANOS
77,1,0,ANCIANOS
29,1,0,JOVENES
27,1,0,JOVENES
24,1,0,JOVENES
20,1,0,JOVENES
0,3,0,NIÑXS
0,3,0,NIÑXS
10,3,0,NIÑXS
37,1,0,JOVENES
35,1,0,JOVENES
80,1,0,ANCIANOS
0,1,0,NIÑXS
52,1,0,MAYORES
39,1,0,JOVENES
0,1,0,NIÑXS
63,1,0,MAYORES
22,1,0,JOVENES
0,1,0,NIÑXS
78,1,0,ANCIANOS
54,1,0,MAYORES
39,1,0,JOVENES
0,1,0,NIÑXS
0,1,0,NIÑXS
30,1,0,JOVENES
29,1,0,JOVENES
20,2,0,JOVENES
20,2,0,JOVENES
0,1,0,NIÑXS
0,1,0,NIÑXS
72,1,0,ANCIANOS
29,1,0,JOVENES
33,1,0,JOVENES
13,1,0,ADOLESCENTES
34,1,0,JOVENES
39,2,0,JOVENES
39,2,0,JOVENES
0,1,0,NIÑXS
84,1,0,ANCIANOS
24,1,0,JOVENES
65,1,0,ANCIANOS
31,1,0,JOVENES
22,1,0,JOVENES
34,1,0,JOVENES
47,1,0,MAYORES
28,1,0,JOVENES
24,1,0,JOVENES
49,1,0,MAYORES
28,1,0,JOVENES
48,1,0,MAYORES
31,2,0,JOVENES
31,2,0,JOVENES
9,2,0,NIÑXS
9,2,0,NIÑXS
25,2,0,JOVENES
25,2,0,JOVENES
24,1,0,JOVENES
29,1,0,JOVENES
41,1,0,MAYORES
25,1,0,JOVENES
25,1,0,JOVENES
32,1,0,JOVENES
27,1,0,JOVENES
88,1,0,ANCIANOS
21,1,0,JOVENES
25,1,0,JOVENES
34,1,0,JOVENES
34,1,0,JOVENES
0,1,0,NIÑXS
0,2,0,NIÑXS
0,2,0,NIÑXS
32,1,0,JOVENES
26,1,0,JOVENES
0,1,0,NIÑXS
34,1,0,JOVENES
0,1,0,NIÑXS
26,1,0,JOVENES
51,2,0,MAYORES
51,2,0,MAYORES
0,1,0,NIÑXS
0,1,0,NIÑXS
29,1,0,JOVENES
41,1,0,MAYORES
38,1,0,JOVENES
35,2,0,JOVENES
35,2,0,JOVENES
0,1,0,NIÑXS
24,1,0,JOVENES
39,2,0,JOVENES
39,2,0,JOVENES
0,1,0,NIÑXS
28,1,0,JOVENES
18,2,0,ADOLESCENTES
18,2,0,ADOLESCENTES
19,2,0,JOVENES
19,2,0,JOVENES
36,3,0,JOVENES
36,3,0,JOVENES
60,3,0,MAYORES
34,1,0,JOVENES
42,1,0,MAYORES
0,2,0,NIÑXS
0,2,0,NIÑXS
38,1,0,JOVENES
0,1,0,NIÑXS
43,1,0,MAYORES
41,1,0,MAYORES
48,1,0,MAYORES
41,1,0,MAYORES
0,1,0,NIÑXS
44,1,0,MAYORES
23,1,0,JOVENES
0,1,0,NIÑXS
42,1,0,MAYORES
11,1,0,NIÑXS
29,1,0,JOVENES
24,1,0,JOVENES
38,1,0,JOVENES
0,1,0,NIÑXS
38,1,0,JOVENES
25,1,0,JOVENES
43,2,0,MAYORES
43,2,0,MAYORES
0,1,0,NIÑXS
34,1,0,JOVENES
55,1,0,MAYORES
83,1,0,ANCIANOS
0,1,0,NIÑXS
0,1,0,NIÑXS
47,1,0,MAYORES
25,1,0,JOVENES
0,1,0,NIÑXS
0,1,0,NIÑXS
24,1,0,JOVENES
26,1,0,JOVENES
0,1,0,NIÑXS
43,1,0,MAYORES
69,1,0,ANCIANOS
0,2,0,NIÑXS
0,2,0,NIÑXS
62,2,0,MAYORES
62,2,0,MAYORES
29,1,0,JOVENES
21,1,0,JOVENES
64,1,0,MAYORES
50,1,0,MAYORES
22,1,0,JOVENES
0,3,0,NIÑXS
0,3,0,NIÑXS
0,3,0,NIÑXS
0,1,0,NIÑXS
35,1,0,JOVENES
31,1,0,JOVENES
38,1,0,JOVENES
46,1,0,MAYORES
32,3,0,JOVENES
32,3,0,JOVENES
13,3,0,ADOLESCENTES
0,1,0,NIÑXS
18,1,0,ADOLESCENTES
38,2,0,JOVENES
38,2,0,JOVENES
81,1,0,ANCIANOS
18,2,0,ADOLESCENTES
18,2,0,ADOLESCENTES
23,1,0,JOVENES
0,1,0,NIÑXS
0,1,0,NIÑXS
21,2,0,JOVENES
21,2,0,JOVENES
0,1,0,NIÑXS
30,1,0,JOVENES
32,2,0,JOVENES
32,2,0,JOVENES
30,1,0,JOVENES
36,1,0,JOVENES
44,2,0,MAYORES
44,2,0,MAYORES
57,1,0,MAYORES
28,1,0,JOVENES
71,1,0,ANCIANOS
42,1,0,MAYORES
36,1,0,JOVENES
58,1,0,MAYORES
0,1,0,NIÑXS
0,1,0,NIÑXS
0,1,0,NIÑXS
35,2,0,JOVENES
35,2,0,JOVENES
32,1,0,JOVENES
39,1,0,JOVENES
0,1,0,NIÑXS
0,3,0,NIÑXS
0,3,0,NIÑXS
53,3,0,MAYORES
0,1,0,NIÑXS
71,1,0,ANCIANOS
39,1,0,JOVENES
51,1,0,MAYORES
21,1,0,JOVENES
24,1,0,JOVENES
61,3,0,MAYORES
61,3,0,MAYORES
